model,time_utc,elfin_x_gsm_re,elfin_y_gsm_re,elfin_z_gsm_re,elfin_r_re,elfin_b_tot_nt,field_line_type,fp_north_x_gsm_re,fp_north_y_gsm_re,fp_north_z_gsm_re,fp_north_lat_deg,fp_north_lon_deg,fp_north_alt_km,fp_south_x_gsm_re,fp_south_y_gsm_re,fp_south_z_gsm_re,fp_south_lat_deg,fp_south_lon_deg,fp_south_alt_km,field_line_len_re,flux_tube_vol_re_nt,b_normal_north_nt,b_normal_south_nt,min_b_tot_nt
argus,2022-09-04T04:49:16Z,-0.549582977726,0.285802558950,-0.844278751067,1.04715383856,38757.7905035,closed_100km,-0.648474751894,0.237627574270,0.744310979407,40.5187935140,-90.4423095179,99.9998646302,-0.517842500523,0.278170330556,-0.826507513374,-60.9186770037,-106.626342972,99.9998996405,4.74684376520,0.00123116584322,-46277.0345078,38395.0386083,1798.18172527
argus,2022-09-04T04:49:17Z,-0.548719928578,0.285335126321,-0.844998811837,1.04715456659,38790.2478337,closed_100km,-0.647739346398,0.237181455458,0.745088142382,40.5831858985,-90.4288360271,99.9998645339,-0.517017197651,0.277721234129,-0.827171029972,-60.9826163799,-106.646862267,99.9998999184,4.76532816336,0.00124460935784,-46321.4504678,38441.1157127,1783.30326659
argus,2022-09-04T04:49:18Z,-0.547856125042,0.284867296386,-0.845717643762,1.04715521451,38822.7075814,closed_100km,-0.646998109272,0.236733758754,0.745869030554,40.6479683886,-90.4153372772,99.9998644384,-0.516191282141,0.277271792197,-0.827833451819,-61.0465500238,-106.667446451,99.9999001968,4.78390941817,0.00125823584237,-46366.0455583,38487.1838185,1768.60956124
argus,2022-09-04T04:49:19Z,-0.546991597370,0.284399105925,-0.846435397484,1.04715592973,38855.1548786,closed_100km,-0.646250484185,0.236284359326,0.746654129718,40.7131832984,-90.4018151845,99.9998643436,-0.515364646739,0.276822006452,-0.828494844943,-61.1104840545,-106.688103615,99.9999004758,4.80259052533,0.00127204981132,-46410.8471305,38533.2487943,1753.83791043
argus,2022-09-04T04:49:20Z,-0.546126350212,0.283930470465,-0.847151995201,1.04715662889,38887.5965256,closed_100km,-0.645522080245,0.235839723873,0.747419405507,40.7768139544,-90.3882159670,99.9998642524,-0.514537372394,0.276371815800,-0.829155179380,-61.1744162672,-106.708822868,99.9999007555,4.82135762844,0.00128605326696,-46454.4629276,38579.3052224,1739.24071136
argus,2022-09-04T04:49:21Z,-0.545260369324,0.283461474520,-0.847867438652,1.04715732888,38920.0317106,closed_100km,-0.644788362171,0.235393671764,0.748187921454,40.8407938590,-90.3745921676,99.9998641620,-0.513709430395,0.275921296617,-0.829814447557,-61.2383454404,-106.729613835,99.9999010357,4.84022438824,0.00130024965252,-46498.2293831,38625.3549368,1724.70378190
argus,2022-09-04T04:49:22Z,-0.544393632580,0.282992044810,-0.848581730652,1.04715800060,38952.4633478,closed_100km,-0.644047619516,0.234945713674,0.748961263209,40.9052576766,-90.3609428359,99.9998640723,-0.512880825926,0.275470385865,-0.830472667076,-61.3022737602,-106.750470711,99.9999013165,4.85919276880,0.00131464244022,-46542.2371644,38671.3968699,1710.20390291
argus,2022-09-04T04:49:23Z,-0.543526198480,0.282522243542,-0.849294863775,1.04715868528,38984.8853799,closed_100km,-0.643299340921,0.234495758077,0.749739856010,40.9702432360,-90.3472712828,99.9998639832,-0.512051577130,0.275019133750,-0.831129810214,-61.3661983443,-106.771397416,99.9999015978,4.87826314285,0.00132923440203,-46586.5099514,38717.4299779,1695.87313673
argus,2022-09-04T04:49:24Z,-0.542658019587,0.282052045249,-0.850006844006,1.04715935621,39017.3017529,closed_100km,-0.642551524770,0.234045818270,0.750516231086,41.0351222467,-90.3335603676,99.9998638956,-0.511221663145,0.274567521901,-0.831785895825,-61.4301211481,-106.792394171,99.9999018798,4.89743265528,0.00134402919580,-46630.6156127,38763.4549925,1681.50097681
argus,2022-09-04T04:49:25Z,-0.541789132276,0.281581438818,-0.850717666745,1.04716002552,39049.7095824,closed_100km,-0.641817793064,0.233599341026,0.751277771516,41.0988283488,-90.3197830330,99.9998638110,-0.510391107382,0.274115537371,-0.832440913808,-61.4940414080,-106.813458583,99.9999021623,4.91669460113,0.00135902980083,-46673.8265686,38809.4701305,1667.26425263
argus,2022-09-04T04:49:26Z,-0.540919509767,0.281110435476,-0.851427412600,1.04716074788,39082.1045809,closed_100km,-0.641075565696,0.233150617182,0.752045450157,41.1631315459,-90.3059843849,99.9998637268,-0.509559834399,0.273663178593,-0.833094910571,-61.5579635188,-106.834596330,99.9999024454,4.93606291298,0.00137424110440,-46717.3528810,38855.4793663,1653.13239689
argus,2022-09-04T04:49:27Z,-0.540049143938,0.280639071857,-0.852135928072,1.04716140419,39114.4981669,closed_100km,-0.640324327702,0.232699548877,0.752819684370,41.2280695926,-90.2921672659,99.9998636433,-0.508727945468,0.273210506853,-0.833747804385,-61.6218794773,-106.855806551,99.9999027290,4.95553632324,0.00138966478386,-46761.2174732,38901.4769587,1638.99018397
argus,2022-09-04T04:49:28Z,-0.539178106065,0.280167289068,-0.852843281428,1.04716207084,39146.8797965,closed_100km,-0.639568479044,0.232247184075,0.753596392521,41.2932985957,-90.2783179252,99.9998635607,-0.507895438300,0.272757449816,-0.834399620366,-61.6857922499,-106.877083025,99.9999030131,4.97511391188,0.00140530480550,-46805.1840244,38947.4621823,1625.00398401
argus,2022-09-04T04:49:29Z,-0.538306296622,0.279695120639,-0.853549562442,1.04716277867,39179.2503604,closed_100km,-0.638831871569,0.231799588220,0.754353633984,41.3569567305,-90.2643924050,99.9998634815,-0.507062190180,0.272304031993,-0.835050424743,-61.7497078901,-106.898437329,99.9999032979,4.99478644667,0.00142116643889,-46847.9909112,38993.4418953,1611.05372533
argus,2022-09-04T04:49:30Z,-0.537433780233,0.279222580905,-0.854254608449,1.04716343227,39211.6161397,closed_100km,-0.638085154910,0.231349367926,0.755118421083,41.4213349150,-90.2504497262,99.9998634027,-0.506228349565,0.271850288520,-0.835700116310,-61.8136167506,-106.919862738,99.9999035831,5.01456661286,0.00143725118768,-46891.1918620,39039.4074737,1597.15944986
argus,2022-09-04T04:49:31Z,-0.536560555429,0.278749633274,-0.854958496882,1.04716408413,39243.9717708,closed_100km,-0.637327605163,0.230896307476,0.755891368201,41.4864881363,-90.2364883222,99.9998633243,-0.505393866970,0.271396173165,-0.836348740008,-61.8775234563,-106.941358875,99.9999038689,5.03445689332,0.00145356392899,-46934.8205472,39085.3610694,1583.41232256
argus,2022-09-04T04:49:32Z,-0.535686631801,0.278276277814,-0.855661303762,1.04716480128,39276.3102480,closed_100km,-0.636574089227,0.230444135194,0.756658860244,41.5512588231,-90.2224772609,99.9998632478,-0.504558690758,0.270941671489,-0.836996331405,-61.9414315275,-106.962928575,99.9999041552,5.05445174794,0.00147010937768,-46978.0947427,39131.3051724,1569.65508071
argus,2022-09-04T04:49:33Z,-0.534811964857,0.277802562326,-0.856362880181,1.04716545204,39308.6457875,closed_100km,-0.635830776855,0.229994463433,0.757415295905,41.6151677406,-90.2084088095,99.9998631737,-0.503722898138,0.270486857479,-0.837642820310,-62.0053338680,-106.984573906,99.9999044420,5.07454679030,0.00148688976481,-47020.6942221,39177.2355324,1555.99817035
argus,2022-09-04T04:49:34Z,-0.533936589499,0.277328439064,-0.857063298983,1.04716610105,39340.9703599,closed_100km,-0.635075274833,0.229541623791,0.758181081307,41.6799554144,-90.1943244557,99.9998630999,-0.502886463393,0.270031671975,-0.838288241200,-62.0692342478,-107.006291562,99.9999047293,5.09475509158,0.00150391014497,-47063.7880509,39223.1528299,1542.48053818
argus,2022-09-04T04:49:35Z,-0.533060480417,0.276853955881,-0.857762563332,1.04716675068,39373.2847262,closed_100km,-0.634306787665,0.229085453307,0.758956855548,41.7456800814,-90.1802277546,99.9998630264,-0.502049360486,0.269576159791,-0.838932595225,-62.1331324858,-107.028088273,99.9999050171,5.11507817586,0.00152117487967,-47107.4111214,39269.0585145,1528.92698786
argus,2022-09-04T04:49:36Z,-0.532183708887,0.276379053873,-0.858460741489,1.04716747758,39405.5781714,closed_100km,-0.633565113196,0.228635856779,0.759706613373,41.8092603657,-90.1660336976,99.9998629567,-0.501211587888,0.269120249006,-0.839575906127,-62.1970314697,-107.049957756,99.9999053055,5.13549749142,0.00153868828118,-47149.5040422,39314.9517731,1515.49764777
argus,2022-09-04T04:49:37Z,-0.531306175857,0.275903797579,-0.859157691424,1.04716813204,39437.8689409,closed_100km,-0.632809833451,0.228182803597,0.760466923840,41.8738255847,-90.1518304118,99.9998628873,-0.500373186523,0.268664032740,-0.840218119860,-62.2609254275,-107.071906579,99.9999055943,5.15603260472,0.00155645381277,-47192.1583324,39360.8305837,1502.19886256
argus,2022-09-04T04:49:38Z,-0.530427952599,0.275428128095,-0.859853481394,1.04716879065,39470.1463333,closed_100km,-0.632039987956,0.227725988313,0.761238591814,41.9394485244,-90.1376143057,99.9998628181,-0.499534154819,0.268207439042,-0.840859260292,-62.3248172548,-107.093928437,99.9999058836,5.17668545130,0.00157447634761,-47235.4176482,39406.6941317,1488.86044334
argus,2022-09-04T04:49:39Z,-0.529549013807,0.274952093276,-0.860548114566,1.04716945577,39502.4111065,closed_100km,-0.631290651383,0.227274199016,0.761990063805,42.0034195483,-90.1233161603,99.9998627521,-0.498694466780,0.267750512742,-0.841499328547,-62.3887067647,-107.116030119,99.9999061734,5.19743978270,0.00159276025605,-47277.4818320,39452.5438605,1475.65177838
argus,2022-09-04T04:49:40Z,-0.528669377667,0.274475687585,-0.861241588634,1.04717013324,39534.6616809,closed_100km,-0.630533265431,0.226820325055,0.762747021626,42.0679441507,-90.1089952943,99.9998626869,-0.497854134442,0.267293247550,-0.842138319487,-62.4525935894,-107.138210701,99.9999064637,5.21831033293,0.00161131023833,-47319.8158804,39498.3786608,1462.56821066
argus,2022-09-04T04:49:41Z,-0.527789023523,0.273998874383,-0.861933828953,1.04717074157,39566.9062132,closed_100km,-0.629759535087,0.226362269384,0.763516835542,42.1336600116,-90.0946657468,99.9998626218,-0.497013210799,0.266835626063,-0.842776207487,-62.5164755042,-107.160465155,99.9999067544,5.23930121339,0.00163013017987,-47362.8376633,39544.1950046,1449.45137834
argus,2022-09-04T04:49:42Z,-0.526907970560,0.273521653750,-0.862624987582,1.04717141563,39599.1306863,closed_100km,-0.629008316715,0.225909681060,0.764264810915,42.1975760632,-90.0802462926,99.9998625599,-0.496171593356,0.266377619770,-0.843413061622,-62.5803593695,-107.182798782,99.9999070457,5.26039660085,0.00164922662104,-47404.5729286,39589.9981317,1436.45585526
argus,2022-09-04T04:49:43Z,-0.526026203536,0.273044104587,-0.863314911919,1.04717204269,39631.3467586,closed_100km,-0.628245917161,0.225454274473,0.765021000002,42.2622839379,-90.0658129050,99.9998624987,-0.495329368738,0.265919327509,-0.844048800068,-62.6442366698,-107.205215448,99.9999073373,5.28161136720,0.00166860250782,-47446.7314312,39635.7834827,1423.58070096
argus,2022-09-04T04:49:44Z,-0.525143755880,0.272566142494,-0.864003752245,1.04717274137,39663.5408750,closed_100km,-0.627468696045,0.224995057952,0.765788592687,42.3280626786,-90.0513658991,99.9998624378,-0.494486462458,0.265460644361,-0.844683499184,-62.7081155993,-107.227710960,99.9999076294,5.30295062392,0.00168826499598,-47489.4920533,39681.5541078,1410.69369184
argus,2022-09-04T04:49:45Z,-0.524260583101,0.272087815293,-0.864691359658,1.04717337900,39695.7276128,closed_100km,-0.626717300742,0.224542158749,0.766531545679,42.3917922916,-90.0368247587,99.9998623802,-0.493642950590,0.265001643584,-0.845317091665,-62.7719892117,-107.250287457,99.9999079220,5.32439340462,0.00170821683715,-47530.8100749,39727.3058591,1397.90603935
argus,2022-09-04T04:49:46Z,-0.523376701911,0.271609080805,-0.865377809290,1.04717401500,39727.9000382,closed_100km,-0.625946285961,0.224084294199,0.767290120032,42.4569593840,-90.0222818364,99.9998623227,-0.492798795772,0.264542272762,-0.845949615603,-62.8358616387,-107.272943140,99.9999082150,5.34596385253,0.00172846475766,-47572.9685309,39773.0400678,1385.23250811
argus,2022-09-04T04:49:47Z,-0.522492141564,0.271129970154,-0.866063097430,1.04717466902,39760.0550128,closed_100km,-0.625176870783,0.223626713439,0.768045527083,42.5219366913,-90.0076923709,99.9998622668,-0.491954008520,0.264082557549,-0.846581056859,-62.8997313871,-107.295680338,99.9999085085,5.36765241640,0.00174901350700,-47614.9016711,39818.7559461,1372.58538365
argus,2022-09-04T04:49:48Z,-0.521606883872,0.270650488956,-0.866747226360,1.04717533531,39792.1935458,closed_100km,-0.624415062383,0.223170930531,0.768792498364,42.5862651407,-89.9930460756,99.9998622128,-0.491108576651,0.263622504479,-0.847211420418,-62.9635989477,-107.318501207,99.9999088023,5.38945724968,0.00176986867068,-47656.3120141,39864.4538458,1359.99983375
argus,2022-09-04T04:49:49Z,-0.520720901058,0.270170642817,-0.867430122324,1.04717594040,39824.3236413,closed_100km,-0.623631255345,0.222709641262,0.769557016617,42.6522065107,-89.9784046044,99.9998621589,-0.490262538675,0.263162134106,-0.847840677739,-63.0274614756,-107.341405511,99.9999090966,5.41139270361,0.00179103513088,-47698.6673916,39910.1313555,1347.52416521
argus,2022-09-04T04:49:50Z,-0.519834266865,0.269690415073,-0.868111930500,1.04717663690,39856.4271469,closed_100km,-0.622874035608,0.222254783818,0.770296508633,42.7160521940,-89.9636630817,99.9998621081,-0.489415829689,0.262701399338,-0.848468880680,-63.0913244090,-107.364394057,99.9999093914,5.43343829541,0.00181251981663,-47739.5632315,39955.7913866,1335.12394042
argus,2022-09-04T04:49:51Z,-0.518946907550,0.269209822471,-0.868792505684,1.04717727215,39888.5216662,closed_100km,-0.622097176562,0.221795023569,0.771051424613,42.7813285264,-89.9489222821,99.9998620576,-0.488568514429,0.262240347474,-0.849095977441,-63.1551824410,-107.387467301,99.9999096865,5.45561528280,0.00183432722532,-47781.2826065,40001.4302529,1322.73677799
argus,2022-09-04T04:49:52Z,-0.518058858016,0.268728817249,-0.869471920711,1.04717791158,39920.5988686,closed_100km,-0.621325496497,0.221336396138,0.771800086678,42.8461443927,-89.9341243153,99.9998620088,-0.487720567973,0.261778919884,-0.849722000318,-63.2190392355,-107.410621897,99.9999099820,5.47791402008,0.00185646400719,-47822.6020377,40047.0484995,1310.45449912
argus,2022-09-04T04:49:53Z,-0.517170122203,0.268247478346,-0.870150175062,1.04717857699,39952.6566625,closed_100km,-0.620554480411,0.220877879656,0.772546423197,42.9108424883,-89.9192851702,99.9998619615,-0.486871975269,0.261317187050,-0.850346936262,-63.2828930131,-107.433866639,99.9999102779,5.50033734558,0.00187893608422,-47863.7434204,40092.6471450,1298.27414716
argus,2022-09-04T04:49:54Z,-0.516280686579,0.267765726898,-0.870827193194,1.04717917867,39984.7036301,closed_100km,-0.619771372137,0.220416265297,0.773301507074,42.9763935873,-89.9044255924,99.9998619151,-0.486022801787,0.260855092631,-0.850970765210,-63.3467423687,-107.457191573,99.9999105743,5.52289149241,0.00190174868817,-47905.3283916,40138.2216359,1286.11634636
argus,2022-09-04T04:49:55Z,-0.515390553613,0.267283605191,-0.871503052022,1.04717979261,40016.7321762,closed_100km,-0.619004934229,0.219958649081,0.774040420774,43.0406124210,-89.8894879168,99.9998618709,-0.485172983190,0.260392661158,-0.851593516288,-63.4105899785,-107.480604658,99.9999108710,5.54556509271,0.00192490913568,-47945.9570002,40183.7754040,1274.02488667
argus,2022-09-04T04:49:56Z,-0.514499752557,0.266801144350,-0.872177747843,1.04718043805,40048.7391784,closed_100km,-0.618213203142,0.219494770025,0.774799415159,43.1066825862,-89.8745619632,99.9998618269,-0.484322530604,0.259929918485,-0.852215175277,-63.4744343132,-107.504108302,99.9999111680,5.56837860740,0.00194842383168,-47987.6637204,40229.3076299,1262.03169017
argus,2022-09-04T04:49:57Z,-0.513608243097,0.266318276669,-0.872851285733,1.04718108218,40080.7287073,closed_100km,-0.617449765331,0.219037684584,0.775532305334,43.1705432953,-89.8595298857,99.9998617858,-0.483471434037,0.259466806981,-0.852835765221,-63.5382781642,-107.527698133,99.9999114655,5.59130867875,0.00197229956450,-48027.8582579,40274.8179972,1250.13370472
argus,2022-09-04T04:49:58Z,-0.512716065548,0.265835069936,-0.873523660590,1.04718175781,40112.6961033,closed_100km,-0.616656393295,0.218573222602,0.776289171428,43.2366031649,-89.8445197533,99.9998617447,-0.482619703493,0.259003384573,-0.853455262854,-63.6021188504,-107.551379882,99.9999117634,5.61438295304,0.00199654295212,-48069.3463142,40320.3060121,1238.23516459
argus,2022-09-04T04:49:59Z,-0.511823188189,0.265351450867,-0.874194799160,1.04718236966,40144.6512972,closed_100km,-0.615889949810,0.218115197307,0.777021221983,43.3005615201,-89.8294051479,99.9998617064,-0.481767391464,0.258539600975,-0.854073653831,-63.6659554625,-107.575145107,99.9999120615,5.63757534376,0.00202115946890,-48109.3966580,40365.7678951,1226.42677812
argus,2022-09-04T04:50:00Z,-0.510929642742,0.264867492827,-0.874864774671,1.04718301292,40176.5837980,closed_100km,-0.615095878825,0.217650377194,0.777775154847,43.3665403071,-89.8143076365,99.9998616682,-0.480914445379,0.258075506710,-0.854690952512,-63.7297890324,-107.599003617,99.9999123601,5.66091303244,0.00204615753375,-48150.6200572,40411.2066192,1214.71074622
argus,2022-09-04T04:50:01Z,-0.510035390364,0.264383164773,-0.875533514765,1.04718360029,40208.5039333,closed_100km,-0.614326003006,0.217191349993,0.778506705570,43.4306274313,-89.7991136138,99.9998616325,-0.480060904550,0.257611090455,-0.855307140312,-63.7936179015,-107.622951918,99.9999126590,5.68437633171,0.00207154979342,-48190.5448904,40456.6203466,1203.08018526
argus,2022-09-04T04:50:02Z,-0.509140486613,0.263898455595,-0.876201166914,1.04718427933,40240.3938591,closed_100km,-0.613529003189,0.216725628015,0.779259605174,43.4966936187,-89.7839325675,99.9998615972,-0.479206692950,0.257146311738,-0.855922271751,-63.8574478153,-107.646992459,99.9999129582,5.70798829777,0.00209733984737,-48231.6094564,40502.0117212,1191.45338507
argus,2022-09-04T04:50:03Z,-0.508244875932,0.263413376485,-0.876867583619,1.04718490250,40272.2702313,closed_100km,-0.612757890912,0.216266094669,0.779988785967,43.5607446504,-89.7686506393,99.9998615644,-0.478351885806,0.256681210543,-0.856536292838,-63.9212732139,-107.671124174,99.9999132578,5.73172386166,0.00212353253595,-48271.3022572,40547.3764406,1179.91277378
argus,2022-09-04T04:50:04Z,-0.507348576508,0.262927921910,-0.877532762575,1.04718547526,40304.1315116,closed_100km,-0.611956729961,0.215799184076,0.780741678772,43.6269904696,-89.7533886554,99.9998615318,-0.477496495380,0.256215780604,-0.857149198732,-63.9850937315,-107.695346155,99.9999135577,5.75560950846,0.00215013577149,-48312.2629371,40592.7133536,1168.45991363
argus,2022-09-04T04:50:05Z,-0.506451636776,0.262442122993,-0.878196852151,1.04718615319,40335.9601407,closed_100km,-0.611185303134,0.215339390533,0.781467704934,43.6909359445,-89.7380176931,99.9998615018,-0.476640433310,0.255750020815,-0.857761038719,-64.0489142851,-107.719665877,99.9999138580,5.77962130895,0.00217715926918,-48351.6792587,40638.0269893,1157.09166746
argus,2022-09-04T04:50:06Z,-0.505553997238,0.261955912034,-0.878859705344,1.04718676732,40367.7746283,closed_100km,-0.610386992466,0.214872965255,0.782214678041,43.7568354652,-89.7226569733,99.9998614724,-0.475783788636,0.255283900323,-0.858371772572,-64.1127312519,-107.744073940,99.9999141585,5.80378443487,0.00220460951563,-48392.2065604,40683.3116732,1145.75728606
argus,2022-09-04T04:50:07Z,-0.504655672900,0.261469404633,-0.879521320256,1.04718735217,40399.5714328,closed_100km,-0.609607330275,0.214411020160,0.782944210909,43.8212694771,-89.7072150906,99.9998614450,-0.474926546164,0.254817521958,-0.858981378394,-64.1765416391,-107.768582798,99.9999144594,5.82807897117,0.00223249382287,-48431.7150273,40728.5687321,1134.48169171
argus,2022-09-04T04:50:08Z,-0.503756676536,0.260982479696,-0.880181772501,1.04718794708,40431.3450028,closed_100km,-0.608813537478,0.213945518858,0.783683889309,43.8866985021,-89.6917541735,99.9998614186,-0.474068683420,0.254350763253,-0.859589904704,-64.2403513550,-107.793182348,99.9999147606,5.85252260988,0.00226082262819,-48471.7329423,40773.7979431,1123.28891766
argus,2022-09-04T04:50:09Z,-0.502857030273,0.260495210583,-0.880841059280,1.04718857869,40463.0919981,closed_100km,-0.608022530216,0.213480623113,0.784419487050,43.9518530514,-89.6762430491,99.9998613938,-0.473210198923,0.253883688755,-0.860197333224,-64.3041581014,-107.817880081,99.9999150621,5.87710838736,0.00228960391161,-48511.4722440,40818.9995282,1112.17729737
argus,2022-09-04T04:50:10Z,-0.501956704863,0.260007566252,-0.881499184267,1.04718922833,40494.8149080,closed_100km,-0.607234620000,0.213016361177,0.785150778163,44.0167116590,-89.6606774851,99.9998613704,-0.472351080743,0.253416272640,-0.860803677978,-64.3679635581,-107.842675019,99.9999153638,5.90183817109,0.00231884711388,-48550.9206293,40864.1735036,1101.14481915
argus,2022-09-04T04:50:11Z,-0.501055690712,0.259519546750,-0.882156071413,1.04718982743,40526.5207687,closed_100km,-0.606428935078,0.212547738514,0.785895124108,44.0828323652,-89.6451046579,99.9998613481,-0.471491378391,0.252948528338,-0.861408907945,-64.4317645958,-107.867565374,99.9999156659,5.92672112512,0.00234855991006,-48591.0355051,40909.3168008,1090.13113850
argus,2022-09-04T04:50:12Z,-0.500154008479,0.259031188772,-0.882811795350,1.04719045783,40558.2004477,closed_100km,-0.605648084642,0.212085008533,0.786617096706,44.1470345663,-89.6294321902,99.9998613279,-0.470631041508,0.252480474845,-0.862013045026,-64.4955632837,-107.892557867,99.9999159683,5.95174080746,0.00237875250149,-48629.8635584,40954.4319739,1079.19265560
argus,2022-09-04T04:50:13Z,-0.499251684942,0.258542481218,-0.883466275439,1.04719106153,40589.8584712,closed_100km,-0.604846498560,0.211617213455,0.787354539642,44.2127182849,-89.6137586355,99.9998613086,-0.469770145012,0.252012113112,-0.862616048271,-64.5593555961,-107.917647402,99.9999162709,5.97691699019,0.00240943250053,-48669.4895245,40999.5144354,1068.33257889
argus,2022-09-04T04:50:14Z,-0.498348653010,0.258053367526,-0.884119597371,1.04719166484,40621.4940204,closed_100km,-0.604051188815,0.211150816037,0.788085054176,44.2778698105,-89.5980229842,99.9998612910,-0.468908602193,0.251543384084,-0.863217981832,-64.6231485053,-107.942835500,99.9999165738,6.00224154063,0.00244061257074,-48708.6797016,41044.5680583,1057.54820683
argus,2022-09-04T04:50:15Z,-0.497444990840,0.257563941004,-0.884771674041,1.04719225446,40653.1058595,closed_100km,-0.603259170051,0.210685141053,0.788811127750,44.3427117600,-89.5822349060,99.9998612748,-0.468046499077,0.251074379260,-0.863818772654,-64.6869339769,-107.968125604,99.9999168769,6.02771452813,0.00247229913251,-48747.5716612,41089.5884530,1046.83926935
argus,2022-09-04T04:50:16Z,-0.496540649524,0.257074139512,-0.885422588842,1.04719286221,40684.6918589,closed_100km,-0.602449357798,0.210215116079,0.789550104884,44.4088114437,-89.5664381377,99.9998612598,-0.467183761667,0.250605033399,-0.864418479570,-64.7507185217,-107.993517613,99.9999171804,6.05334883353,0.00250450547497,-48787.1158384,41134.5787190,1036.17138315
argus,2022-09-04T04:50:17Z,-0.495635629064,0.256583963089,-0.886072341761,1.04719348821,40716.2517043,closed_100km,-0.601658514056,0.209749532938,0.790271772309,44.4734379459,-89.5505519683,99.9998612465,-0.466320389838,0.250135346605,-0.865017102430,-64.8145021961,-108.019012345,99.9999174840,6.07912979927,0.00253724176126,-48825.6561707,41179.5384285,1025.55819779
argus,2022-09-04T04:50:18Z,-0.494729967304,0.256093437303,-0.886720850770,1.04719408725,40747.7885032,closed_100km,-0.600860181343,0.209282069652,0.790997865628,44.5385564452,-89.5346344434,99.9998612346,-0.465456457954,0.249665352006,-0.865614591782,-64.8782798085,-108.044608077,99.9999177879,6.10506846021,0.00257051615339,-48864.3834332,41224.4633275,1015.01914214
argus,2022-09-04T04:50:19Z,-0.493823655650,0.255602567756,-0.887368194188,1.04719472286,40779.2957946,closed_100km,-0.600046815020,0.208810951407,0.791734491028,44.6047238089,-89.5187032744,99.9998612239,-0.464591903978,0.249195042827,-0.866210982838,-64.9420550099,-108.070309917,99.9999180921,6.13117102098,0.00260434171836,-48903.6295284,41269.3563664,1004.55224197
argus,2022-09-04T04:50:20Z,-0.492916655260,0.255111323420,-0.888014299651,1.04719530784,40810.7835165,closed_100km,-0.599253464853,0.208344513408,0.792453066330,44.6693447911,-89.5026799293,99.9998612150,-0.463726764422,0.248724406033,-0.866806259791,-65.0058263879,-108.096114345,99.9999183965,6.15742298039,0.00263872827956,-48941.8340066,41314.2149699,994.156588806
argus,2022-09-04T04:50:21Z,-0.492009004978,0.254619735406,-0.888659239497,1.04719592941,40842.2411404,closed_100km,-0.598452814268,0.207876251182,0.793175873210,44.7344424599,-89.4866246083,99.9998612073,-0.462861002607,0.248253454862,-0.867400438367,-65.0695954690,-108.122026567,99.9999187011,6.18383862776,0.00267368864667,-48980.2129930,41359.0408582,983.830664097
argus,2022-09-04T04:50:22Z,-0.491100702333,0.254127761536,-0.889302936772,1.04719651086,40873.6761009,closed_100km,-0.597639639732,0.207404904893,0.793907107339,44.8004016129,-89.4705467252,99.9998612011,-0.461994680558,0.247782163832,-0.867993492848,-65.1333599466,-108.148039648,99.9999190059,6.21042024109,0.00270923273581,-49018.9930735,41403.8299298,973.560801759
argus,2022-09-04T04:50:23Z,-0.490191731609,0.253635449648,-0.889945470701,1.04719712370,40905.0816361,closed_100km,-0.596835540296,0.206935655261,0.794629249587,44.8656258141,-89.4544022193,99.9998611964,-0.461127723241,0.247310564805,-0.868585453933,-65.1971226964,-108.174163938,99.9999193110,6.23716173697,0.00274537468799,-49057.2211748,41448.5861949,963.334760581
argus,2022-09-04T04:50:24Z,-0.489282119589,0.253142788651,-0.890586760645,1.04719770924,40936.4624593,closed_100km,-0.596035640061,0.206467315322,0.795346291098,44.9304770137,-89.4381997311,99.9998611931,-0.460260205292,0.246838658452,-0.869176281965,-65.2608797565,-108.200394247,99.9999196163,6.26406501764,0.00278212425262,-49095.1150575,41493.3051050,953.178388663
argus,2022-09-04T04:50:25Z,-0.488371829899,0.252649789739,-0.891226811184,1.04719825700,40967.8208299,closed_100km,-0.595225323184,0.205996442048,0.796069999027,44.9960318224,-89.4219727857,99.9998611912,-0.459392100729,0.246366457127,-0.869765987263,-65.3246321109,-108.226734879,99.9999199217,6.29113839111,0.00281949488675,-49133.3125026,41537.9877801,943.090453423
argus,2022-09-04T04:50:26Z,-0.487460907033,0.252156405099,-0.891865771172,1.04719890293,40999.1402798,closed_100km,-0.594405614473,0.205523242380,0.796799506795,45.0622137641,-89.4057156212,99.9998611908,-0.458523337773,0.245893890569,-0.870354627214,-65.3883862903,-108.253185117,99.9999202274,6.31838544254,0.00285750304954,-49171.7645231,41582.6370671,933.069059229
argus,2022-09-04T04:50:27Z,-0.486549344342,0.251662708162,-0.892503409717,1.04719946501,41030.4402799,closed_100km,-0.593603808775,0.205054233723,0.797512924157,45.1270144681,-89.3893727806,99.9998611918,-0.457654062623,0.245421062137,-0.870942096086,-65.4521306608,-108.279744816,99.9999205332,6.34579160222,0.00289615515375,-49209.2878228,41627.2454655,923.115035668
argus,2022-09-04T04:50:28Z,-0.485637120698,0.251168631178,-0.893139883945,1.04720005089,41061.7096047,closed_100km,-0.592797904114,0.204584148814,0.798227925021,45.1920541337,-89.3729877372,99.9998611943,-0.456784164722,0.244947887603,-0.871528475447,-65.5158743457,-108.306414971,99.9999208392,6.37337154829,0.00293547011246,-49246.8381057,41671.8178181,913.226178687
