    model            time_utc      elfin_x_gsm_re      elfin_y_gsm_re      elfin_z_gsm_re          elfin_r_re      elfin_b_tot_nt   field_line_type   fp_north_x_gsm_re   fp_north_y_gsm_re   fp_north_z_gsm_re    fp_north_lat_deg    fp_north_lon_deg     fp_north_alt_km   fp_south_x_gsm_re   fp_south_y_gsm_re   fp_south_z_gsm_re    fp_south_lat_deg    fp_south_lon_deg     fp_south_alt_km   field_line_len_re flux_tube_vol_re_nt        min_b_tot_nt
t89_kp_6-   2022-09-04T04:01:03Z      0.697895432005     -0.387261748230      0.673444917180       1.04429773155       50811.1525186      closed_100km      0.672441350344     -0.371933759802      0.662995415312       48.1978866042       88.5974090218       99.9998628627      0.695367019282     -0.345808429756     -0.654769314723      -32.9724548585       93.9882955610       99.9998844112       3.28421260922   0.000417369976310       4023.69134312
t89_kp_6-   2022-09-04T04:01:04Z      0.697188529606     -0.386909188489      0.674375678235       1.04429551438       50830.6117959      closed_100km      0.671765116355     -0.371595198557      0.663864461987       48.2623612628       88.5855891805       99.9998629315      0.694788987953     -0.345360892099     -0.655613411259      -33.0351003419       93.9964534651       99.9998841853       3.29765116128   0.000421752564965       3992.40706131
t89_kp_6-   2022-09-04T04:01:05Z      0.696480673492     -0.386556070430      0.675305565415       1.04429331647       50849.9865257      closed_100km      0.671087955512     -0.371256093651      0.664732752313       48.3268422840       88.5737503693       99.9998630018      0.694220289512     -0.344918614835     -0.656443053408      -33.0967304893       94.0045561087       99.9998839638       3.31115313043   0.000426194542344       3961.36993144
t89_kp_6-   2022-09-04T04:01:06Z      0.695771854054     -0.386202391475      0.676234502711       1.04429108142       50869.2849222      closed_100km      0.670409905515     -0.370916470888      0.665600233607       48.3913258159       88.5618923933       99.9998630734      0.693653118169     -0.344477091918     -0.657268865735      -33.1581314249       94.0126691091       99.9998837440       3.32471670447   0.000430692477935       3930.61675483
t89_kp_6-   2022-09-04T04:01:07Z      0.695062128351     -0.385848179524      0.677162559227       1.04428890233       50888.4919323      closed_100km      0.669730943692     -0.370576310428      0.666466939139       48.4558144597       88.5500155164       99.9998631464      0.693082950626     -0.344033698902     -0.658096966485      -33.2197572295       94.0208315979       99.9998835243       3.33835049462   0.000435250436702       3899.76934215
t89_kp_6-   2022-09-04T04:01:08Z      0.694351439324     -0.385493406739      0.678089665821       1.04428668613       50907.6223881      closed_100km      0.669051092606     -0.370235632124      0.667332834937       48.5203057497       88.5381192674       99.9998632207      0.692510015666     -0.343588589604     -0.658927016824      -33.2815834161       94.0290405075       99.9998833047       3.35205449201   0.000439870522801       3869.23521798
t89_kp_6-   2022-09-04T04:01:09Z      0.693639845507     -0.385138135000      0.679015812952       1.04428448832       50926.6660323      closed_100km      0.668370362401     -0.369894467506      0.668197893251       48.5847976351       88.5262017633       99.9998632964      0.691934522802     -0.343141922206     -0.659758698586      -33.3435869743       94.0372919601       99.9998830854       3.36579888767   0.000444531076408       3838.87754982
t89_kp_6-   2022-09-04T04:01:10Z      0.692927286894     -0.384782268508      0.679941088768       1.04428229099       50945.6281088      closed_100km      0.667688710181     -0.369552733769      0.669062201875       48.6492969362       88.5142668230       99.9998633735      0.691356637065     -0.342693713388     -0.660591815543      -33.4057537257       94.0455895930       99.9998828665       3.37962459989   0.000449261813526       3808.86701985
t89_kp_6-   2022-09-04T04:01:11Z      0.692213787126     -0.384425914447      0.680865409296       1.04428009478       50964.5061167      closed_100km      0.667006158318     -0.369210533133      0.669925681977       48.7137976211       88.5023080739       99.9998634520      0.690776559429     -0.342244196855     -0.661426024092      -33.4680587428       94.0539246074       99.9998826479       3.39351946370   0.000454054930942       3778.67845420
t89_kp_6-   2022-09-04T04:01:12Z      0.691499370011     -0.384068990955      0.681788851604       1.04427793557       50983.2957587      closed_100km      0.666322699806     -0.368867769517      0.670788392699       48.7783044455       88.4903319562       99.9998635318      0.690194471670     -0.341793370068     -0.662261124745      -33.5304874311       94.0623022654       99.9998824298       3.40747428660   0.000458905054570       3748.87821987
t89_kp_6-   2022-09-04T04:01:13Z      0.690784027416     -0.383711529448      0.682711261042       1.04427571853       51002.0102662      closed_100km      0.665638405111     -0.368524520179      0.671650221923       48.8428089724       88.4783361167       99.9998636130      0.689614319950     -0.341343568991     -0.663091832224      -33.5926453735       94.0706853258       99.9998822135       3.42149571488   0.000463819019528       3719.16242092
