    model            time_utc      elfin_x_gsm_re      elfin_y_gsm_re      elfin_z_gsm_re          elfin_r_re      elfin_b_tot_nt   field_line_type   fp_north_x_gsm_re   fp_north_y_gsm_re   fp_north_z_gsm_re    fp_north_lat_deg    fp_north_lon_deg     fp_north_alt_km   fp_south_x_gsm_re   fp_south_y_gsm_re   fp_south_z_gsm_re    fp_south_lat_deg    fp_south_lon_deg     fp_south_alt_km   field_line_len_re flux_tube_vol_re_nt        min_b_tot_nt
     igrf      2022-09-04T04:00:56Z      0.702817425307     -0.389714526656      0.666903589141       1.04431323979       50634.7860245      closed_100km      0.677105654193     -0.374265243596      0.656948529449       47.7510037525       88.6792806865       99.9998624232      0.698979196806     -0.348956442512     -0.649263451489      -32.5655522718       93.9189732492       99.9998859003       3.15387366164   0.000369028109479       4496.55044312
     igrf      2022-09-04T04:00:57Z      0.702117129910     -0.389365765356      0.667840865791       1.04431105776       50654.5308516      closed_100km      0.676435719785     -0.373930302944      0.657823017043       47.8154518501       88.6675945968       99.9998624825      0.698416956674     -0.348520689833     -0.650096922148      -32.6270525943       93.9267230063       99.9998856729       3.16646190598   0.000372709619379       4464.28891848
     igrf      2022-09-04T04:00:58Z      0.701415872660     -0.389016476883      0.668777114060       1.04430880203       50674.2052326      closed_100km      0.675764929148     -0.373594895477      0.658696636611       47.8798972537       88.6558880385       99.9998625432      0.697849186035     -0.348081655299     -0.650936187408      -32.6890342271       93.9345387949       99.9998854446       3.17910732220   0.000376434158747       4431.84612472
     igrf      2022-09-04T04:00:59Z      0.700713661692     -0.388666629911      0.669712488569       1.04430656525       50693.7962373      closed_100km      0.675093211905     -0.373258944309      0.659569503068       47.9443486704       88.6441631134       99.9998626052      0.697276127154     -0.347639425523     -0.651780900344      -32.7514728494       93.9424221762       99.9998852154       3.19181163570   0.000380202798886       4400.02778251
     igrf      2022-09-04T04:01:00Z      0.700010533371     -0.388316213146      0.670646985088       1.04430436503       50713.3007276      closed_100km      0.674420588143     -0.372922429886      0.660441606354       48.0088055227       88.6324220265       99.9998626687      0.696698094899     -0.347194159245     -0.652630601417      -32.8143357911       93.9503722507       99.9998849855       3.20457477331   0.000384016091937       4367.91358012
     igrf      2022-09-04T04:01:01Z      0.699306452808     -0.387965271915      0.671580529159       1.04430214703       50732.7262182      closed_100km      0.673747070174     -0.372585422902      0.661312893875       48.0732638469       88.6206602544       99.9998627335      0.696128524181     -0.346753709037     -0.653466885743      -32.8762635863       93.9582710554       99.9998847600       3.21738749919   0.000387874244781       4336.22385934
     igrf      2022-09-04T04:01:02Z      0.698601429611     -0.387613808860      0.672513196754       1.04429996748       50752.0643083      closed_100km      0.673072620074     -0.372247897531      0.662183418107       48.1377276556       88.6088777788       99.9998627997      0.695563660912     -0.346315873443     -0.654294961299      -32.9376391494       93.9661518006       99.9998845372       3.23025351553   0.000391778155427       4304.73248803
     igrf      2022-09-04T04:01:03Z      0.697895432005     -0.387261748230      0.673444917180       1.04429773155       50771.3304206      closed_100km      0.672397286549     -0.371909829060      0.663053143138       48.2021944863       88.5970784862       99.9998628672      0.694994071107     -0.345875151781     -0.655127710374      -32.9994151911       93.9740968550       99.9998843139       3.24317877011   0.000395728399909       4273.18221387
     igrf      2022-09-04T04:01:04Z      0.697188529606     -0.386909188489      0.674375678235       1.04429551438       50790.5106293      closed_100km      0.671721073649     -0.371571273949      0.663922033157       48.2666616324       88.5852584647       99.9998629362      0.694420026891     -0.345431776090     -0.655964689314      -33.0615600852       93.9820996159       99.9998840901       3.25616281743   0.000399725439561       4242.24823900
     igrf      2022-09-04T04:01:05Z      0.696480673492     -0.386556070430      0.675305565415       1.04429331647       50809.6066954      closed_100km      0.671043933947     -0.371232175205      0.664790167201       48.3311351607       88.5734194710       99.9998630065      0.693843881684     -0.344987123819     -0.656802674866      -33.1238357537       93.9901393701       99.9998838667       3.26921389024   0.000403775420636       4210.88438071
