time energy_keV flux_at_tel0_#/cm2-s-str flux_at_tel90 flux_error_at_tel0 flux_error_at_tel90 alt lat lon
 2022-09-04/04:25:04 612        181.82        363.64    124.00    101.00  852.00   51.65  256.57
 2022-09-04/04:25:06  40     170282.25     614153.25     50.00     50.00  852.00   51.76  256.52
 2022-09-04/04:25:06 130       7812.50     104409.72     24.00     22.00  852.00   51.76  256.52
 2022-09-04/04:25:06 287       1333.33      37266.67     41.00     26.00  852.00   51.76  256.52
 2022-09-04/04:25:06 612          0.00        545.45      0.00     93.00  852.00   51.76  256.52
 2022-09-04/04:25:08  40     170282.25     583185.50     50.00     50.00  852.00   51.88  256.46
 2022-09-04/04:25:08 130       7395.83     104409.72     24.00     22.00  852.00   51.88  256.46
 2022-09-04/04:25:08 287        533.33      41533.33     56.00     26.00  852.00   51.88  256.46
 2022-09-04/04:25:08 612          0.00        181.82      0.00    124.00  852.00   51.88  256.46
 2022-09-04/04:25:10  40     161250.00     645120.94     50.00     50.00  852.00   51.99  256.41
 2022-09-04/04:25:10 130       7395.83      99965.27     24.00     22.00  852.00   51.99  256.41
 2022-09-04/04:25:10 287       1066.67      35133.33     43.00     26.00  852.00   51.99  256.41
 2022-09-04/04:25:10 612        363.64        363.64    101.00    101.00  852.00   51.99  256.41
 2022-09-04/04:25:12  40     121250.00     552217.75     50.00     50.00  852.00   52.10  256.35
 2022-09-04/04:25:12 130       7812.50     108854.16     24.00     22.00  852.00   52.10  256.35
 2022-09-04/04:25:12 287        666.67      33266.67     51.00     26.00  852.00   52.10  256.35
 2022-09-04/04:25:12 612        181.82        545.45    124.00     93.00  852.00   52.10  256.35
 2022-09-04/04:25:14  40     105766.12     505766.12     50.00     50.00  852.00   52.22  256.29
 2022-09-04/04:25:14 130       8229.17     113298.61     24.00     22.00  852.00   52.22  256.29
 2022-09-04/04:25:14 287        400.00      31666.67     63.00     26.00  852.00   52.22  256.29
 2022-09-04/04:25:14 612          0.00       1090.91      0.00     83.00  852.00   52.22  256.29
 2022-09-04/04:25:16  40     105766.12     464475.81     50.00     50.00  852.00   52.33  256.24
 2022-09-04/04:25:16 130       7812.50     113298.61     24.00     22.00  852.00   52.33  256.24
 2022-09-04/04:25:16 287        400.00      37266.67     63.00     26.00  852.00   52.33  256.24
 2022-09-04/04:25:16 612          0.00        363.64      0.00    101.00  852.00   52.33  256.24
 2022-09-04/04:25:18  40     105766.12     645120.94     50.00     50.00  852.10   52.45  256.18
 2022-09-04/04:25:18 130       7395.83     108854.16     24.00     22.00  852.10   52.45  256.18
 2022-09-04/04:25:18 287        933.33      43666.67     46.00     26.00  852.10   52.45  256.18
 2022-09-04/04:25:18 612          0.00        181.82      0.00    124.00  852.10   52.45  256.18
 2022-09-04/04:25:20  40     131572.58     526411.31     50.00     50.00  852.10   52.56  256.12
 2022-09-04/04:25:20 130       8229.17     108854.16     24.00     22.00  852.10   52.56  256.12
 2022-09-04/04:25:20 287        800.00      37266.67     48.00     26.00  852.10   52.56  256.12
 2022-09-04/04:25:20 612        181.82        363.64    124.00    101.00  852.10   52.56  256.12
 2022-09-04/04:25:22  40     138024.19     552217.75     50.00     50.00  852.10   52.67  256.06
 2022-09-04/04:25:22 130       8229.17     113298.61     24.00     22.00  852.10   52.67  256.06
 2022-09-04/04:25:22 287       1066.67      39400.00     43.00     26.00  852.10   52.67  256.06
 2022-09-04/04:25:22 612          0.00        909.09      0.00     85.00  852.10   52.67  256.06
 2022-09-04/04:25:24  40     131572.58     526411.31     50.00     50.00  852.10   52.79  256.01
 2022-09-04/04:25:24 130       7395.83     104409.72     24.00     22.00  852.10   52.79  256.01
 2022-09-04/04:25:24 287       1066.67      30066.67     43.00     26.00  852.10   52.79  256.01
 2022-09-04/04:25:24 612        727.27        909.09     88.00     85.00  852.10   52.79  256.01
 2022-09-04/04:25:26  40     131572.58     485120.97     50.00     50.00  852.10   52.90  255.95
 2022-09-04/04:25:26 130       9687.50     108854.16     24.00     22.00  852.10   52.90  255.95
 2022-09-04/04:25:26 287        533.33      39400.00     56.00     26.00  852.10   52.90  255.95
 2022-09-04/04:25:26 612          0.00        545.45      0.00     93.00  852.10   52.90  255.95
 2022-09-04/04:25:28  40     131572.58     443830.66     50.00     50.00  852.10   53.01  255.89
 2022-09-04/04:25:28 130       8229.17      99965.27     24.00     22.00  852.10   53.01  255.89
 2022-09-04/04:25:28 287        933.33      37266.67     46.00     26.00  852.10   53.01  255.89
 2022-09-04/04:25:28 612        363.64        181.82    101.00    124.00  852.10   53.01  255.89
 2022-09-04/04:25:30  40     100604.84     402540.31     50.00     50.00  852.10   53.13  255.83
 2022-09-04/04:25:30 130       7812.50      99965.27     24.00     22.00  852.10   53.13  255.83
 2022-09-04/04:25:30 287       1066.67      35133.33     43.00     26.00  852.10   53.13  255.83
 2022-09-04/04:25:30 612          0.00        181.82      0.00    124.00  852.10   53.13  255.83
 2022-09-04/04:25:32  40     100604.84     381895.16     50.00     50.00  852.10   53.24  255.77
 2022-09-04/04:25:32 130       6215.28      86631.94     25.00     22.00  852.10   53.24  255.77
 2022-09-04/04:25:32 287        400.00      22866.67     63.00     26.00  852.10   53.24  255.77
 2022-09-04/04:25:32 612        181.82        909.09    124.00     85.00  852.10   53.24  255.77
 2022-09-04/04:25:34  40     100604.84     340604.84     50.00     50.00  852.10   53.36  255.71
 2022-09-04/04:25:34 130       5104.17      66076.38     25.00     22.00  852.10   53.36  255.71
 2022-09-04/04:25:34 287        533.33      17533.33     56.00     27.00  852.10   53.36  255.71
 2022-09-04/04:25:34 612          0.00        363.64      0.00    101.00  852.10   53.36  255.71
 2022-09-04/04:25:36  40     121250.00     464475.81     50.00     50.00  852.10   53.47  255.65
 2022-09-04/04:25:36 130       5104.17      62743.05     25.00     22.00  852.10   53.47  255.65
 2022-09-04/04:25:36 287        533.33      13533.33     56.00     27.00  852.10   53.47  255.65
 2022-09-04/04:25:36 612          0.00        181.82      0.00    124.00  852.10   53.47  255.65
 2022-09-04/04:25:38  40     131572.58     485120.97     50.00     50.00  852.10   53.58  255.59
 2022-09-04/04:25:38 130       2083.33      69409.72     29.00     22.00  852.10   53.58  255.59
 2022-09-04/04:25:38 287        400.00      15800.00     63.00     27.00  852.10   53.58  255.59
 2022-09-04/04:25:38 612          0.00        181.82      0.00    124.00  852.10   53.58  255.59
 2022-09-04/04:25:40  40     100604.84     443830.66     50.00     50.00  852.10   53.70  255.53
 2022-09-04/04:25:40 130       2152.78      69409.72     29.00     22.00  852.10   53.70  255.53
 2022-09-04/04:25:40 287        666.67      19666.67     51.00     27.00  852.10   53.70  255.53
 2022-09-04/04:25:40 612          0.00        363.64      0.00    101.00  852.10   53.70  255.53
 2022-09-04/04:25:42  40    1011572.56    2725121.00     50.00     50.00  852.10   53.81  255.47
 2022-09-04/04:25:42 130      10243.05      69409.72     24.00     22.00  852.10   53.81  255.47
 2022-09-04/04:25:42 287        266.67       6733.33     75.00     29.00  852.10   53.81  255.47
 2022-09-04/04:25:42 612          0.00        363.64      0.00    101.00  852.10   53.81  255.47
 2022-09-04/04:25:44  40     722540.31    2725121.00     50.00     50.00  852.10   53.93  255.41
 2022-09-04/04:25:44 130       4097.22      56631.94     26.00     22.00  852.10   53.93  255.41
 2022-09-04/04:25:44 287        133.33       7466.67    103.00     29.00  852.10   53.93  255.41
 2022-09-04/04:25:44 612        363.64        545.45    101.00     93.00  852.10   53.93  255.41
 2022-09-04/04:25:46  40     583185.50    1228346.75     50.00     50.00  852.20   54.04  255.35
 2022-09-04/04:25:46 130       2013.89      38854.16     29.00     23.00  852.20   54.04  255.35
 2022-09-04/04:25:46 287       1600.00       9800.00     38.00     28.00  852.20   54.04  255.35
 2022-09-04/04:25:46 612        181.82        727.27    124.00     88.00  852.20   54.04  255.35
 2022-09-04/04:25:48  40     681250.00    1858024.12     50.00     50.00  852.20   54.15  255.29
 2022-09-04/04:25:48 130      77743.05      49965.28     22.00     23.00  852.20   54.15  255.29
 2022-09-04/04:25:48 287      10866.67       8733.33     28.00     28.00  852.20   54.15  255.29
 2022-09-04/04:25:48 612        181.82        363.64    124.00    101.00  852.20   54.15  255.29
 2022-09-04/04:25:50  40    6110927.50   18663186.00     50.00     50.00  852.20   54.27  255.23
 2022-09-04/04:25:50 130      45520.83      11909.72     23.00     23.00  852.20   54.27  255.23
 2022-09-04/04:25:50 287       2800.00        133.33     33.00    103.00  852.20   54.27  255.23
 2022-09-04/04:25:50 612        181.82          0.00    124.00      0.00  852.20   54.27  255.23
 2022-09-04/04:25:52  40   19654154.00   14864476.00     50.00     50.00  852.20   54.38  255.16
 2022-09-04/04:25:52 130       7048.61       8645.83     24.00     24.00  852.20   54.38  255.16
 2022-09-04/04:25:52 287        133.33          0.00    103.00      0.00  852.20   54.38  255.16
 2022-09-04/04:25:52 612        181.82          0.00    124.00      0.00  852.20   54.38  255.16
 2022-09-04/04:25:54  40     423185.47      15120.97     50.00     51.00  852.20   54.49  255.10
 2022-09-04/04:25:54 130       2534.72        208.33     28.00     62.00  852.20   54.49  255.10
 2022-09-04/04:25:54 287        400.00          0.00     63.00      0.00  852.20   54.49  255.10
 2022-09-04/04:25:54 612        545.45          0.00     93.00      0.00  852.20   54.49  255.10
 2022-09-04/04:25:56  40      13830.65       9072.58     51.00     51.00  852.20   54.61  255.04
 2022-09-04/04:25:56 130        625.00        694.44     40.00     39.00  852.20   54.61  255.04
 2022-09-04/04:25:56 287          0.00          0.00      0.00      0.00  852.20   54.61  255.04
 2022-09-04/04:25:56 612          0.00        181.82      0.00    124.00  852.20   54.61  255.04
 2022-09-04/04:25:58  40       7862.90       8185.48     51.00     51.00  852.20   54.72  254.98
 2022-09-04/04:25:58 130        277.78        486.11     55.00     44.00  852.20   54.72  254.98
 2022-09-04/04:25:58 287          0.00          0.00      0.00      0.00  852.20   54.72  254.98
 2022-09-04/04:25:58 612        181.82          0.00    124.00      0.00  852.20   54.72  254.98
 2022-09-04/04:26:00  40       7217.74       8185.48     51.00     51.00  852.20   54.83  254.91
 2022-09-04/04:26:00 130        138.89        416.67     74.00     46.00  852.20   54.83  254.91
 2022-09-04/04:26:00 287          0.00          0.00      0.00      0.00  852.20   54.83  254.91
 2022-09-04/04:26:00 612        363.64        363.64    101.00    101.00  852.20   54.83  254.91
 2022-09-04/04:26:02  40       6895.16      11250.00     51.00     51.00  852.20   54.95  254.85
 2022-09-04/04:26:02 130        208.33        486.11     62.00     44.00  852.20   54.95  254.85
 2022-09-04/04:26:02 287          0.00        266.67      0.00     75.00  852.20   54.95  254.85
 2022-09-04/04:26:02 612          0.00        363.64      0.00    101.00  852.20   54.95  254.85
 2022-09-04/04:26:04  40      10604.84      10040.32     51.00     51.00  852.20   55.06  254.79
 2022-09-04/04:26:04 130        416.67        625.00     46.00     40.00  852.20   55.06  254.79
 2022-09-04/04:26:04 287        133.33        266.67    103.00     75.00  852.20   55.06  254.79
 2022-09-04/04:26:04 612        181.82        363.64    124.00    101.00  852.20   55.06  254.79
 2022-09-04/04:26:06  40       5927.42       7540.32     51.00     51.00  852.20   55.17  254.72
 2022-09-04/04:26:06 130        486.11        138.89     44.00     74.00  852.20   55.17  254.72
 2022-09-04/04:26:06 287        133.33        133.33    103.00    103.00  852.20   55.17  254.72
 2022-09-04/04:26:06 612        181.82        181.82    124.00    124.00  852.20   55.17  254.72
 2022-09-04/04:26:08  40       8185.48      10040.32     51.00     51.00  852.20   55.29  254.66
 2022-09-04/04:26:08 130        138.89        486.11     74.00     44.00  852.20   55.29  254.66
 2022-09-04/04:26:08 287          0.00        133.33      0.00    103.00  852.20   55.29  254.66
 2022-09-04/04:26:08 612          0.00        363.64      0.00    101.00  852.20   55.29  254.66
 2022-09-04/04:26:10  40      11250.00      13185.48     51.00     51.00  852.20   55.40  254.59
 2022-09-04/04:26:10 130        625.00        486.11     40.00     44.00  852.20   55.40  254.59
 2022-09-04/04:26:10 287        133.33        133.33    103.00    103.00  852.20   55.40  254.59
 2022-09-04/04:26:10 612          0.00        181.82      0.00    124.00  852.20   55.40  254.59
 2022-09-04/04:26:12  40      15120.97      15120.97     51.00     51.00  852.30   55.51  254.53
 2022-09-04/04:26:12 130        555.56        347.22     42.00     50.00  852.30   55.51  254.53
 2022-09-04/04:26:12 287        133.33          0.00    103.00      0.00  852.30   55.51  254.53
 2022-09-04/04:26:12 612        181.82        181.82    124.00    124.00  852.30   55.51  254.53
 2022-09-04/04:26:14  40      12540.32      15120.97     51.00     51.00  852.30   55.63  254.46
 2022-09-04/04:26:14 130        277.78        694.44     55.00     39.00  852.30   55.63  254.46
 2022-09-04/04:26:14 287          0.00        266.67      0.00     75.00  852.30   55.63  254.46
 2022-09-04/04:26:14 612          0.00        363.64      0.00    101.00  852.30   55.63  254.46
 2022-09-04/04:26:16  40       9556.45      15120.97     51.00     51.00  852.30   55.74  254.40
 2022-09-04/04:26:16 130        416.67        902.78     46.00     36.00  852.30   55.74  254.40
 2022-09-04/04:26:16 287        133.33        400.00    103.00     63.00  852.30   55.74  254.40
 2022-09-04/04:26:16 612          0.00        181.82      0.00    124.00  852.30   55.74  254.40
 2022-09-04/04:26:18  40      13185.48      14475.81     51.00     51.00  852.30   55.85  254.33
 2022-09-04/04:26:18 130        416.67        902.78     46.00     36.00  852.30   55.85  254.33
 2022-09-04/04:26:18 287        133.33        133.33    103.00    103.00  852.30   55.85  254.33
 2022-09-04/04:26:18 612          0.00          0.00      0.00      0.00  852.30   55.85  254.33
 2022-09-04/04:26:20  40       8588.71      10040.32     51.00     51.00  852.30   55.97  254.27
 2022-09-04/04:26:20 130        625.00        277.78     40.00     55.00  852.30   55.97  254.27
 2022-09-04/04:26:20 287          0.00        133.33      0.00    103.00  852.30   55.97  254.27
 2022-09-04/04:26:20 612        363.64          0.00    101.00      0.00  852.30   55.97  254.27
 2022-09-04/04:26:22  40       8588.71      10604.84     51.00     51.00  852.30   56.08  254.20
 2022-09-04/04:26:22 130        138.89        347.22     74.00     50.00  852.30   56.08  254.20
 2022-09-04/04:26:22 287          0.00          0.00      0.00      0.00  852.30   56.08  254.20
 2022-09-04/04:26:22 612          0.00          0.00      0.00      0.00  852.30   56.08  254.20
 2022-09-04/04:26:24  40       9556.45      11250.00     51.00     51.00  852.30   56.19  254.13
 2022-09-04/04:26:24 130        416.67        416.67     46.00     46.00  852.30   56.19  254.13
 2022-09-04/04:26:24 287          0.00        266.67      0.00     75.00  852.30   56.19  254.13
 2022-09-04/04:26:24 612          0.00          0.00      0.00      0.00  852.30   56.19  254.13
 2022-09-04/04:26:26  40      10040.32      10040.32     51.00     51.00  852.30   56.31  254.06
 2022-09-04/04:26:26 130        347.22        555.56     50.00     42.00  852.30   56.31  254.06
 2022-09-04/04:26:26 287        133.33          0.00    103.00      0.00  852.30   56.31  254.06
 2022-09-04/04:26:26 612          0.00          0.00      0.00      0.00  852.30   56.31  254.06
 2022-09-04/04:26:28  40      10040.32       9556.45     51.00     51.00  852.30   56.42  254.00
 2022-09-04/04:26:28 130        347.22        416.67     50.00     46.00  852.30   56.42  254.00
 2022-09-04/04:26:28 287        266.67          0.00     75.00      0.00  852.30   56.42  254.00
 2022-09-04/04:26:28 612          0.00          0.00      0.00      0.00  852.30   56.42  254.00
 2022-09-04/04:26:30  40       8588.71      10604.84     51.00     51.00  852.30   56.53  253.93
 2022-09-04/04:26:30 130        277.78        555.56     55.00     42.00  852.30   56.53  253.93
 2022-09-04/04:26:30 287          0.00        266.67      0.00     75.00  852.30   56.53  253.93
 2022-09-04/04:26:30 612          0.00          0.00      0.00      0.00  852.30   56.53  253.93
 2022-09-04/04:26:32  40      10604.84      10604.84     51.00     51.00  852.30   56.65  253.86
 2022-09-04/04:26:32 130        277.78        555.56     55.00     42.00  852.30   56.65  253.86
 2022-09-04/04:26:32 287        133.33        266.67    103.00     75.00  852.30   56.65  253.86
 2022-09-04/04:26:32 612        181.82          0.00    124.00      0.00  852.30   56.65  253.86
 2022-09-04/04:26:34  40       8588.71       9072.58     51.00     51.00  852.30   56.76  253.79
 2022-09-04/04:26:34 130        555.56        277.78     42.00     55.00  852.30   56.76  253.79
 2022-09-04/04:26:34 287        133.33          0.00    103.00      0.00  852.30   56.76  253.79
 2022-09-04/04:26:34 612          0.00          0.00      0.00      0.00  852.30   56.76  253.79
 2022-09-04/04:26:36  40       7862.90       9556.45     51.00     51.00  852.30   56.87  253.72
 2022-09-04/04:26:36 130        555.56        277.78     42.00     55.00  852.30   56.87  253.72
 2022-09-04/04:26:36 287          0.00          0.00      0.00      0.00  852.30   56.87  253.72
 2022-09-04/04:26:36 612          0.00        181.82      0.00    124.00  852.30   56.87  253.72
 2022-09-04/04:26:38  40       6895.16       5282.26     51.00     52.00  852.40   56.99  253.65
 2022-09-04/04:26:38 130        277.78        277.78     55.00     55.00  852.40   56.99  253.65
 2022-09-04/04:26:38 287          0.00          0.00      0.00      0.00  852.40   56.99  253.65
 2022-09-04/04:26:38 612        181.82        181.82    124.00    124.00  852.40   56.99  253.65
 2022-09-04/04:26:40  40       4758.06       3911.29     52.00     52.00  852.40   57.10  253.58
 2022-09-04/04:26:40 130        486.11        277.78     44.00     55.00  852.40   57.10  253.58
 2022-09-04/04:26:40 287        133.33        133.33    103.00    103.00  852.40   57.10  253.58
 2022-09-04/04:26:40 612        181.82        363.64    124.00    101.00  852.40   57.10  253.58
 2022-09-04/04:26:42  40       2782.26       3427.42     53.00     52.00  852.40   57.21  253.51
 2022-09-04/04:26:42 130        138.89        277.78     74.00     55.00  852.40   57.21  253.51
 2022-09-04/04:26:42 287          0.00        133.33      0.00    103.00  852.40   57.21  253.51
 2022-09-04/04:26:42 612        181.82        181.82    124.00    124.00  852.40   57.21  253.51
 2022-09-04/04:26:44  40       2500.00       1129.03     53.00     57.00  852.40   57.33  253.44
 2022-09-04/04:26:44 130        486.11        208.33     44.00     62.00  852.40   57.33  253.44
 2022-09-04/04:26:44 287        266.67        133.33     75.00    103.00  852.40   57.33  253.44
 2022-09-04/04:26:44 612          0.00        181.82      0.00    124.00  852.40   57.33  253.44
 2022-09-04/04:26:46  40       1209.68       1532.26     56.00     55.00  852.40   57.44  253.37
 2022-09-04/04:26:46 130         69.44        208.33    102.00     62.00  852.40   57.44  253.37
 2022-09-04/04:26:46 287          0.00        400.00      0.00     63.00  852.40   57.44  253.37
 2022-09-04/04:26:46 612          0.00          0.00      0.00      0.00  852.40   57.44  253.37
 2022-09-04/04:26:48  40       1209.68       1935.48     56.00     54.00  852.40   57.55  253.30
 2022-09-04/04:26:48 130        208.33         69.44     62.00    102.00  852.40   57.55  253.30
 2022-09-04/04:26:48 287        133.33          0.00    103.00      0.00  852.40   57.55  253.30
 2022-09-04/04:26:48 612          0.00          0.00      0.00      0.00  852.40   57.55  253.30
 2022-09-04/04:26:50  40       1129.03       2943.55     57.00     53.00  852.40   57.66  253.23
 2022-09-04/04:26:50 130        138.89        277.78     74.00     55.00  852.40   57.66  253.23
 2022-09-04/04:26:50 287          0.00        133.33      0.00    103.00  852.40   57.66  253.23
 2022-09-04/04:26:50 612        181.82        545.45    124.00     93.00  852.40   57.66  253.23
 2022-09-04/04:26:52  40       2258.06       3266.13     53.00     52.00  852.40   57.78  253.16
 2022-09-04/04:26:52 130        277.78        277.78     55.00     55.00  852.40   57.78  253.16
 2022-09-04/04:26:52 287        266.67        133.33     75.00    103.00  852.40   57.78  253.16
 2022-09-04/04:26:52 612        181.82          0.00    124.00      0.00  852.40   57.78  253.16
 2022-09-04/04:26:54  40       3104.84       3427.42     53.00     52.00  852.40   57.89  253.08
 2022-09-04/04:26:54 130        138.89        416.67     74.00     46.00  852.40   57.89  253.08
 2022-09-04/04:26:54 287        133.33        133.33    103.00    103.00  852.40   57.89  253.08
 2022-09-04/04:26:54 612          0.00          0.00      0.00      0.00  852.40   57.89  253.08
 2022-09-04/04:26:56  40       2338.71       3104.84     53.00     53.00  852.40   58.00  253.01
 2022-09-04/04:26:56 130        208.33        138.89     62.00     74.00  852.40   58.00  253.01
 2022-09-04/04:26:56 287        266.67          0.00     75.00      0.00  852.40   58.00  253.01
 2022-09-04/04:26:56 612          0.00          0.00      0.00      0.00  852.40   58.00  253.01
 2022-09-04/04:26:58  40       1935.48       2782.26     54.00     53.00  852.40   58.11  252.94
 2022-09-04/04:26:58 130        138.89          0.00     74.00      0.00  852.40   58.11  252.94
 2022-09-04/04:26:58 287        133.33          0.00    103.00      0.00  852.40   58.11  252.94
 2022-09-04/04:26:58 612          0.00          0.00      0.00      0.00  852.40   58.11  252.94
 2022-09-04/04:27:00  40       1854.84       3104.84     54.00     53.00  852.40   58.23  252.86
 2022-09-04/04:27:00 130         69.44        277.78    102.00     55.00  852.40   58.23  252.86
 2022-09-04/04:27:00 287        133.33        400.00    103.00     63.00  852.40   58.23  252.86
 2022-09-04/04:27:00 612          0.00        181.82      0.00    124.00  852.40   58.23  252.86
 2022-09-04/04:27:02  40       2419.35       2943.55     53.00     53.00  852.40   58.34  252.79
 2022-09-04/04:27:02 130        138.89        138.89     74.00     74.00  852.40   58.34  252.79
 2022-09-04/04:27:02 287          0.00        133.33      0.00    103.00  852.40   58.34  252.79
 2022-09-04/04:27:02 612          0.00          0.00      0.00      0.00  852.40   58.34  252.79
 2022-09-04/04:27:04  40       4758.06       5604.84     52.00     51.00  852.40   58.45  252.71
 2022-09-04/04:27:04 130          0.00        277.78      0.00     55.00  852.40   58.45  252.71
 2022-09-04/04:27:04 287          0.00          0.00      0.00      0.00  852.40   58.45  252.71
 2022-09-04/04:27:04 612          0.00        181.82      0.00    124.00  852.40   58.45  252.71
 2022-09-04/04:27:06  40       6250.00       4274.19     51.00     52.00  852.50   58.56  252.64
 2022-09-04/04:27:06 130        138.89        208.33     74.00     62.00  852.50   58.56  252.64
 2022-09-04/04:27:06 287          0.00        133.33      0.00    103.00  852.50   58.56  252.64
 2022-09-04/04:27:06 612          0.00        363.64      0.00    101.00  852.50   58.56  252.64
 2022-09-04/04:27:08  40       3104.84       2943.55     53.00     53.00  852.50   58.68  252.56
 2022-09-04/04:27:08 130         69.44        208.33    102.00     62.00  852.50   58.68  252.56
 2022-09-04/04:27:08 287          0.00        133.33      0.00    103.00  852.50   58.68  252.56
 2022-09-04/04:27:08 612        181.82        181.82    124.00    124.00  852.50   58.68  252.56
 2022-09-04/04:27:10  40       2782.26       2580.65     53.00     53.00  852.50   58.79  252.49
 2022-09-04/04:27:10 130         69.44        138.89    102.00     74.00  852.50   58.79  252.49
 2022-09-04/04:27:10 287        133.33        133.33    103.00    103.00  852.50   58.79  252.49
 2022-09-04/04:27:10 612          0.00          0.00      0.00      0.00  852.50   58.79  252.49
 2022-09-04/04:27:12  40       2580.65        483.87     53.00     65.00  852.50   58.90  252.41
 2022-09-04/04:27:12 130        347.22         69.44     50.00    102.00  852.50   58.90  252.41
 2022-09-04/04:27:12 287          0.00        133.33      0.00    103.00  852.50   58.90  252.41
 2022-09-04/04:27:12 612          0.00          0.00      0.00      0.00  852.50   58.90  252.41
 2022-09-04/04:27:14  40          0.00          0.00      0.00      0.00  852.50   59.01  252.33
 2022-09-04/04:27:14 130          0.00          0.00      0.00      0.00  852.50   59.01  252.33
 2022-09-04/04:27:14 287          0.00          0.00      0.00      0.00  852.50   59.01  252.33
 2022-09-04/04:27:14 612          0.00          0.00      0.00      0.00  852.50   59.01  252.33
 2022-09-04/04:27:16  40         80.65          0.00    112.00      0.00  852.50   59.13  252.26
 2022-09-04/04:27:16 130          0.00          0.00      0.00      0.00  852.50   59.13  252.26
 2022-09-04/04:27:16 287          0.00          0.00      0.00      0.00  852.50   59.13  252.26
 2022-09-04/04:27:16 612          0.00        181.82      0.00    124.00  852.50   59.13  252.26
 2022-09-04/04:27:18  40        161.29        161.29     87.00     87.00  852.50   59.24  252.18
 2022-09-04/04:27:18 130        138.89        138.89     74.00     74.00  852.50   59.24  252.18
 2022-09-04/04:27:18 287        266.67        266.67     75.00     75.00  852.50   59.24  252.18
 2022-09-04/04:27:18 612        181.82        181.82    124.00    124.00  852.50   59.24  252.18
 2022-09-04/04:27:20  40          0.00         80.65      0.00    112.00  852.50   59.35  252.10
 2022-09-04/04:27:20 130          0.00         69.44      0.00    102.00  852.50   59.35  252.10
 2022-09-04/04:27:20 287          0.00        133.33      0.00    103.00  852.50   59.35  252.10
 2022-09-04/04:27:20 612          0.00          0.00      0.00      0.00  852.50   59.35  252.10
 2022-09-04/04:27:22  40          0.00          0.00      0.00      0.00  852.50   59.46  252.02
 2022-09-04/04:27:22 130          0.00          0.00      0.00      0.00  852.50   59.46  252.02
 2022-09-04/04:27:22 287          0.00          0.00      0.00      0.00  852.50   59.46  252.02
 2022-09-04/04:27:22 612        363.64          0.00    101.00      0.00  852.50   59.46  252.02
 2022-09-04/04:27:24  40          0.00          0.00      0.00      0.00  852.50   59.58  251.94
 2022-09-04/04:27:24 130          0.00          0.00      0.00      0.00  852.50   59.58  251.94
 2022-09-04/04:27:24 287          0.00          0.00      0.00      0.00  852.50   59.58  251.94
 2022-09-04/04:27:24 612        181.82          0.00    124.00      0.00  852.50   59.58  251.94
 2022-09-04/04:27:26  40        161.29         80.65     87.00    112.00  852.50   59.69  251.86
 2022-09-04/04:27:26 130        138.89         69.44     74.00    102.00  852.50   59.69  251.86
 2022-09-04/04:27:26 287        133.33          0.00    103.00      0.00  852.50   59.69  251.86
 2022-09-04/04:27:26 612          0.00        181.82      0.00    124.00  852.50   59.69  251.86
 2022-09-04/04:27:28  40        322.58          0.00     71.00      0.00  852.50   59.80  251.78
 2022-09-04/04:27:28 130        208.33          0.00     62.00      0.00  852.50   59.80  251.78
 2022-09-04/04:27:28 287        266.67          0.00     75.00      0.00  852.50   59.80  251.78
 2022-09-04/04:27:28 612          0.00          0.00      0.00      0.00  852.50   59.80  251.78
 2022-09-04/04:27:30  40        161.29        161.29     87.00     87.00  852.50   59.91  251.70
 2022-09-04/04:27:30 130         69.44        138.89    102.00     74.00  852.50   59.91  251.70
 2022-09-04/04:27:30 287        133.33        266.67    103.00     75.00  852.50   59.91  251.70
 2022-09-04/04:27:30 612          0.00        363.64      0.00    101.00  852.50   59.91  251.70
 2022-09-04/04:27:32  40        161.29        161.29     87.00     87.00  852.50   60.02  251.62
 2022-09-04/04:27:32 130        138.89        138.89     74.00     74.00  852.50   60.02  251.62
 2022-09-04/04:27:32 287        266.67        266.67     75.00     75.00  852.50   60.02  251.62
 2022-09-04/04:27:32 612          0.00          0.00      0.00      0.00  852.50   60.02  251.62
 2022-09-04/04:27:34  40         80.65          0.00    112.00      0.00  852.60   60.13  251.54
 2022-09-04/04:27:34 130         69.44          0.00    102.00      0.00  852.60   60.13  251.54
 2022-09-04/04:27:34 287        133.33          0.00    103.00      0.00  852.60   60.13  251.54
 2022-09-04/04:27:34 612          0.00          0.00      0.00      0.00  852.60   60.13  251.54
 2022-09-04/04:27:36  40          0.00          0.00      0.00      0.00  852.60   60.25  251.46
 2022-09-04/04:27:36 130          0.00          0.00      0.00      0.00  852.60   60.25  251.46
 2022-09-04/04:27:36 287          0.00          0.00      0.00      0.00  852.60   60.25  251.46
 2022-09-04/04:27:36 612        181.82        181.82    124.00    124.00  852.60   60.25  251.46
 2022-09-04/04:27:38  40          0.00        241.94      0.00     76.00  852.60   60.36  251.38
 2022-09-04/04:27:38 130          0.00        208.33      0.00     62.00  852.60   60.36  251.38
 2022-09-04/04:27:38 287          0.00        133.33      0.00    103.00  852.60   60.36  251.38
 2022-09-04/04:27:38 612          0.00          0.00      0.00      0.00  852.60   60.36  251.38
 2022-09-04/04:27:40  40        241.94          0.00     76.00      0.00  852.60   60.47  251.29
 2022-09-04/04:27:40 130        208.33          0.00     62.00      0.00  852.60   60.47  251.29
